attractionName,reviewerName,reviewTitle,ratings,reviewDate,reviewText,reviewerProfilePicURL,reviewURL,compound_score,sentiment_category,wordCount,usefulness,usefulness,usefulness,No. of Useful,,,
Gardens by the Bay,Peter T,Generalised view of Plants,30,10-Mar-14,The Flower dome was too cold for enjoyable viewing and the Cloud Forest was very wet and humid from the waterfall at the entrance. I was surprised that all the plants aren't named or the names were placed not correctly so that you be mistaken by the name need the plant. The grounds are very hot with lots of walking exposed to the hot sun and the experience is not well sign posted.,https://media-cdn.tripadvisor.com/media/photo-l/05/82/02/8a/peter-t.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r196805940-Gardens_by_the_Bay-Singapore.html,0.048,Neutral,73,useful,useful,useful,3,,,
Gardens by the Bay,VisitingPlaces2015,Avoid if on tight schedule,30,4-Jan-15,Can avoid if on tight schedule.. Instead try skypark observation deck on Marina bay sands. you can see the whole garden from the deck and plus view of whole singapore,https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/8a/avatar011.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r247323680-Gardens_by_the_Bay-Singapore.html,-0.296,Negative,30,not useful,not useful,not useful,0,,,
Gardens by the Bay,edmondcheok,Bad experience,20,14-May-18,I went on 12 May and it was a tulips season and plants mostly in bad shape and tulips were all over bloom. Cloud forest waiting time took too long.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ec/3d/default-avatar-2020-1.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r580058466-Gardens_by_the_Bay-Singapore.html,-0.5423,Negative,30,not useful,not useful,not useful,0,,,
Gardens by the Bay,Kay C,Transport issues late at night,30,10-Jan-14,"If you do visit, make sure it is in the morning to afternoon. We had to wait 30 minutes+ for a taxi at 6pm, amongst a long long line of others who were waiting as well. There is no signal to call a cab, there is no cab coordinator. Once a cab turns up, it is anarchy of people trying to get the cab.",https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/7f/avatar066.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r190352718-Gardens_by_the_Bay-Singapore.html,0,Neutral,64,useful,useful,useful,3,,,
Gardens by the Bay,s2vl,Similar to botanical gardens,30,3-Jan-14,I think the flower dome is similar to botanical gardens but inside a giant glass dome. The cloud forest can not compare to real waterfalls.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ef/73/default-avatar-2020-13.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r189460867-Gardens_by_the_Bay-Singapore.html,0,Neutral,25,useful,useful,useful,3,,,
Sands Skypark Observation Deck,Mike P,Top of the world,50,25-Feb-20,"We went back in February to see how the bay had developed. No better place to see, than the top of the Marina Bay Sands Hotel, from the observation deck.",https://media-cdn.tripadvisor.com/media/photo-o/03/d1/f9/29/facebook-avatar.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r747484206-Sands_Skypark_Observation_Deck-Singapore.html,-0.1546,Negative,30,not useful,not useful,not useful,0,,,
Singapore Cable Car,Stephen L,It's a cable car...,30,10-Oct-12,"...and the view is a lot of office blocks, a bit of water and you're there. Nto Cape Town or the Alps - a taxi si quicker and less hassle.",https://media-cdn.tripadvisor.com/media/photo-l/18/3a/93/7c/stephen-l.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r142471538-Singapore_Cable_Car-Singapore.html,-0.2263,Negative,30,not useful,not useful,not useful,0,,,
Gardens by the Bay,Abraham S,Nothing Special,30,1-Oct-13,This was a average park. The park prices are a rip off. The glass exhibit was closed on the day me and my wife went and they still wanted full price.,https://media-cdn.tripadvisor.com/media/photo-l/04/97/db/21/abraham-s.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r179277858-Gardens_by_the_Bay-Singapore.html,0,Neutral,31,useful,useful,useful,3,,,
Gardens by the Bay,aussieWayno,Gardens by the Bay,30,6-Sep-13,Didn't really see the point. Obviously designed and built to offset the carbon footprint of Marina Bay Sands precinct it has very little other appeal...,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/eb/default-avatar-2020-27.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r176041407-Gardens_by_the_Bay-Singapore.html,0,Neutral,25,not useful,not useful,not useful,0,,,
Singapore Zoo,shamu125,Think twice before heading to zoo,10,13-Mar-18,Totally a waste trip. I left 2 hours after entering the zoo . Not worth the money. Some of the places was upgrading. Very few animals that can be seen.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/59/default-avatar-2020-24.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r566256429-Singapore_Zoo-Singapore.html,-0.5782,Negative,30,useful,useful,useful,3,,,
Gardens by the Bay,kat38sg,Too crowded,30,26-Sep-17,"My 2nd times to visit Garden by the Bay, find that it was too crowded this time and everything seem no difference. I think will not go again if nothing new.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ec/3d/default-avatar-2020-1.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r527438012-Gardens_by_the_Bay-Singapore.html,-0.296,Negative,31,not useful,not useful,not useful,0,,,
Gardens by the Bay,MMeht,Boring,20,22-Feb-19,Dont know why its in the top 10 list everywhere. There's nothing spectacular at this place. Just a bunch of man made trees with artificial lighting glowing on them.Didn't like it.,https://media-cdn.tripadvisor.com/media/photo-l/03/14/1d/c6/mmeht.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r653947369-Gardens_by_the_Bay-Singapore.html,-0.0798,Negative,31,useful,useful,useful,3,,,
Jurong Bird Park,bellehooper,Bored,20,11-Dec-15,"Never been so bored visiting an attraction. Nothing special about the place, was just 1 big park as you walk and walk. Nothing worth mentioning and thus a waste of money.",https://media-cdn.tripadvisor.com/media/photo-l/02/47/6c/85/facebook-avatar.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r332001829-Jurong_Bird_Park-Singapore.html,-0.6668,Negative,31,not useful,not useful,not useful,0,,,
Gardens by the Bay,Navigate12781665679,equire price,20,20-Mar-19,09 JUNE 2019 ï¼25x standard child entrance ticket (students under 12yoå°äº12å²)5x standard adult entrance ticket (students over 12yoè¶è¿12å²)3x standard adult entrance ticket (teachers)1x Singapore Resident entrance ticket (teacher),https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/eb/e3/default-avatar-2020-59.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r659744427-Gardens_by_the_Bay-Singapore.html,0,Neutral,28,not useful,not useful,not useful,0,,,
Singapore Zoo,Navigator51139757644,Zoo visit,20,16-Nov-18,"Not satisfactory, Bcz some animals missing and some keep in hide because water level high during raining e.g. white Tiger. Zoo keeper told draining pumps not working on 11th Nov 2018.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/11/default-avatar-2020-23.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r633696861-Singapore_Zoo-Singapore.html,-0.6136,Negative,31,useful,useful,useful,3,,,
Gardens by the Bay,Ash-Cy,Average,30,28-Jul-18,We visited the Super tree structures. It looks impressive from afar but not so great from near or from within.We went during the day. Apparently there is lighting in it at night,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/b8/default-avatar-2020-22.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r600302158-Gardens_by_the_Bay-Singapore.html,-0.478,Negative,32,not useful,not useful,not useful,0,,,
Gardens by the Bay,TheBlackCaviar,Rating based on LIGHT SHOW,20,19-Jun-19,This review is based on the night time light show.People and kids gather around each tree and lie down looking up for the kids light show. Made for young children's. Nothing special.,https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/95/avatar021.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r682673488-Gardens_by_the_Bay-Singapore.html,-0.3089,Negative,32,useful,useful,useful,3,,,
Singapore Cable Car,Hannah L,Expensive Option for families,40,27-Apr-17,The family enjoyed the ride but with no family ticket on offer it was an expensive way to get to Sentosa. Next time I would use the bridge or get a taxi.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/4a/default-avatar-2020-42.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r479463052-Singapore_Cable_Car-Singapore.html,-0.1655,Negative,32,not useful,not useful,not useful,0,,,
Gardens by the Bay,chihianf,Flowers ain't my thing,20,6-Sep-17,6 floors of spores. Cold to temperate weather. Circular building with lifts and some eateries. Bring your cameras,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e8/91/default-avatar-2020-62.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r521583673-Gardens_by_the_Bay-Singapore.html,0,Neutral,18,useful,not useful,not useful,1,,,
Flower Dome,Ralmutawa,Not that great,20,7-Apr-17,The cloud forest was much better. This wasnt impressive at all. Kind of boring actually. Tried to leave after a few minures but you have to walk through all of it to leave,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ed/00/default-avatar-2020-4.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4400784-r473285372-Flower_Dome-Singapore.html,-0.2726,Negative,33,not useful,not useful,not useful,0,,,
Gardens by the Bay,AndyLHLimSingapore,Nice cool Garden,30,14-Apr-19,"Try to time your visit when there are theme exhibits, otherwise will be normal garden with air-conditioning. The waterfall is tall but really not much special. The treetop walk is worth a trip.",https://media-cdn.tripadvisor.com/media/photo-l/18/68/09/cd/caption.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r666197398-Gardens_by_the_Bay-Singapore.html,-0.2341,Negative,33,not useful,not useful,not useful,0,,,
Gardens by the Bay,RajeevJ_11,Wings of Time,30,5-Jun-16,"Wings of Time is an unique and interesting Laser show in the evening. With a story line kind of narrative and combination of FIRE and Colorful lighting, the show is a must see.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/b8/default-avatar-2020-26.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r379680632-Gardens_by_the_Bay-Singapore.html,-0.1111,Negative,33,useful,useful,useful,3,,,
Jurong Bird Park,SymbioteSidd,Poor Experience,20,15-Mar-15,I had a poor experience because there is nothing fun to see there except seeing the same birds non-stopMaybe u could:add a few rides like a bird ride to make it more interesting,https://media-cdn.tripadvisor.com/media/photo-l/0c/90/68/5f/siddhtheflash.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r259528142-Jurong_Bird_Park-Singapore.html,-0.0795,Negative,33,not useful,not useful,not useful,0,,,
Singapore Cable Car,GeorgeGii,"Fast, but picturesque",30,1-Jan-16,"A nice way to discover Singapore ""from the sky"", but I personally felt that it was a short ride for almost 30$. Although it's probably not a surprise since everything here is expensive.",https://media-cdn.tripadvisor.com/media/photo-l/08/ea/77/a5/georgegii.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r336334614-Singapore_Cable_Car-Singapore.html,-0.0826,Negative,33,useful,useful,useful,3,,,
Singapore Flyer,tripleA1232015,food is not good,20,13-Aug-18,food and service was not good and there were some technical problems with the ride. I would not recommend this experience when there are so many other wonderful things to do in Singapore.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/df/99/default-avatar-2020-40.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r605765106-Singapore_Flyer-Singapore.html,-0.3077,Negative,33,useful,useful,useful,3,,,
Supertree Grove,indojinsangeetha,Supertree grove,30,20-Oct-19,This was a bit of disappointment to us looking at the other attractions at Singapore. IT was an ordinary show with the crowd at the end being a big issue to come out.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/3d/default-avatar-2020-55.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r719844874-Supertree_Grove-Singapore.html,-0.128,Negative,33,not useful,not useful,not useful,0,,,
ArtScience Museum at Marina Bay Sands,samcI2668AP,Average,30,13-Apr-19,"Our morning here was fine, but nothing special for the price we paid, $27.20 for both exhibits with discount for showing our Singapore airlines boarding pass.We preferred the Future World exhibit to the Minimalism.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/11/default-avatar-2020-41.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2138895-r310988600-ArtScience_Museum_at_Marina_Bay_Sands-Singapore.html,-0.3584,Negative,34,not useful,not useful,not useful,0,,,
Flower Dome,AttyDan,Tulips,20,12-May-18,"We caught the seasonal exhibit of tulips, but it was rather disappointing in scope and scale. I realize that I shouldn't compare it to Keukenhof but the Flower Dome's effort seemed less than inspired.",https://media-cdn.tripadvisor.com/media/photo-l/15/57/b1/98/dan-d.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4400784-r579601853-Flower_Dome-Singapore.html,-0.1072,Negative,34,useful,useful,useful,3,,,
Gardens by the Bay,RamDBA,Boring,20,20-May-15,Nothing much to shout out. It is just like botanical garden but in an air con room. 1-2 attractions are free and the rest is payable. Felt like a scam. Restaurants are killers in price.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f4/5d/default-avatar-2020-32.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r273182302-Gardens_by_the_Bay-Singapore.html,0.0387,Neutral,35,useful,useful,useful,3,,,
Gardens by the Bay,YMKMerilyn,No excitement,30,7-Jan-17,"Flower dome- Simple decoration with no creativity. Some sections most of the flowers dried up. Cloud dome- third visit and will be the last. Nothing special, can't see any new deco nor new species....",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/df/2b/default-avatar-2020-39.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r449898165-Gardens_by_the_Bay-Singapore.html,-0.5334,Negative,34,useful,useful,useful,3,,,
Gardens by the Bay,LeeLung,Man made jungle,30,30-May-14,Didnt really like the place. Just went for a stroll for probably about 15 mins then decided to head back. Yes the architecture and all was great but just not attractive enough for us.,https://media-cdn.tripadvisor.com/media/photo-l/05/b3/87/e2/leelung.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r208025802-Gardens_by_the_Bay-Singapore.html,-0.0957,Negative,34,useful,useful,useful,3,,,
Gardens by the Bay,kalharih,Not a wow place to visit,20,16-Dec-17,The Christmas Carnival is a major flop! There is nothing much for adults and I found it kinda boring. The view is great. What you pay for the ticket it's not worth at all.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/df/2b/default-avatar-2020-39.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r547495589-Gardens_by_the_Bay-Singapore.html,-0.2401,Negative,34,not useful,not useful,not useful,0,,,
Jurong Bird Park,JWT006,Egg hunt 2018,20,10-Apr-18,"Was very disappointed with the Peter rabbit egg hunt this year comparing with last year's Smurf theme. As we went specially for that, it was totally not worth it. Otherwise the birds are alright.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e9/ef/default-avatar-2020-66.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r572305594-Jurong_Bird_Park-Singapore.html,-0.5167,Negative,34,useful,useful,useful,3,,,
